id,capacity_mw,capacity_log_mw,plant_age,abs_latitude,latitude,longitude,age_x_capacity,fuel_group,primary_fuel,other_fuel1,owner_bucket,capacity_band,lat_band,lon_band,underperforming
1785,99.8,4.613138355637268,19.0,32.567,32.567,-116.9442,87.6496287571081,fossil,Gas,Oil,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_5,1
1786,11.7,2.5416019934645457,33.0,33.8874,33.8874,-116.5782,83.87286578433,renewable,Wind,__NONE__,Terra-Gen Operating Co-Wind,large,lat_bin_3,lon_bin_5,1
1787,48.0,3.8918202981106265,9.791666666666742,35.7814,35.7814,-114.9933,38.10740708566684,renewable,Solar,__NONE__,Consolidated Edison Development Inc.,xlarge,lat_bin_3,lon_bin_5,0
1788,7.5,2.1400661634962708,16.0,32.5256,32.5256,-92.6497,34.24105861594033,fossil,Gas,__NONE__,__OTHER_OWNER__,medium,lat_bin_3,lon_bin_7,0
1789,2.0,1.0986122886681096,101.0,43.0968,43.0968,-73.5821,110.95984115547907,renewable,Hydro,__NONE__,Erie Boulevard Hydropower LP,tiny,lat_bin_4,lon_bin_8,1
1790,2.8,1.33500106673234,67.0,46.1311,46.1311,-88.225,89.44507147106678,renewable,Hydro,__NONE__,Wisconsin Electric Power Co,small,lat_bin_5,lon_bin_7,0
1791,88.2,4.490881039585964,23.18934240362796,40.2205,40.2205,-75.3016,104.14057812091961,fossil,Gas,Oil,__OTHER_OWNER__,xlarge,lat_bin_4,lon_bin_8,0
1792,2.0,1.0986122886681096,67.0,43.6126,43.6126,-75.3391,73.60702334076333,renewable,Hydro,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_8,0
1793,13.5,2.6741486494265287,72.0,42.8658,42.8658,-114.9062,192.53870275871006,renewable,Hydro,__NONE__,Idaho Power Co,large,lat_bin_4,lon_bin_5,0
1794,30.5,3.449987545831587,96.54098360655712,41.3833,41.3833,-73.1714,333.0651911049535,renewable,Hydro,__NONE__,__OTHER_OWNER__,large,lat_bin_4,lon_bin_8,0
1795,1.8,1.0296194171811583,2.0,40.2207,40.2207,-84.4978,2.0592388343623167,renewable,Solar,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_7,1
1796,1472.2,7.295192184570911,5.0,38.9717,38.9717,-78.1772,36.475960922854554,fossil,Gas,__NONE__,Virginia Electric & Power Co,utility,lat_bin_4,lon_bin_8,0
1797,4.2,1.6486586255873816,27.0,41.1603,41.1603,-87.8542,44.513782890859304,fossil,Gas,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_7,0
1798,4.6,1.7227665977411035,18.17391304347848,40.6467,40.6467,-74.0211,31.30941034155608,fossil,Oil,Gas,__OTHER_OWNER__,small,lat_bin_4,lon_bin_8,1
1799,132.0,4.890349128221754,8.0,35.5298,35.5298,-99.8145,39.12279302577403,renewable,Wind,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_6,1
1800,2428.0,7.795234929002173,17.0,33.2961,33.2961,-92.5894,132.51899379303694,fossil,Gas,__NONE__,__OTHER_OWNER__,utility,lat_bin_3,lon_bin_7,0
1801,697.9000000000001,6.5495076704830835,7.0,36.4862,36.4862,-79.7208,45.84655369338159,fossil,Gas,__NONE__,Duke Energy Carolinas  LLC,utility,lat_bin_3,lon_bin_8,0
1802,15.200000000000005,2.7850112422383386,34.059210526316065,39.1992,39.1992,-96.3086,94.85528421755261,fossil,Gas,Oil,__OTHER_OWNER__,large,lat_bin_4,lon_bin_6,1
1803,102.6,4.640537329825382,21.0,33.9865,33.9865,-91.3158,97.45128392633303,renewable,Hydro,__NONE__,Arkansas Electric Coop Corp,xlarge,lat_bin_3,lon_bin_7,1
1804,2.0,1.0986122886681096,5.0,35.3639,35.3639,-82.35,5.493061443340547,renewable,Solar,__NONE__,Cypress Creek Renewables,tiny,lat_bin_3,lon_bin_7,1
1805,5.0,1.791759469228055,5.0,35.2308,35.2308,-77.5525,8.958797346140274,renewable,Solar,__NONE__,__OTHER_OWNER__,medium,lat_bin_3,lon_bin_8,0
1806,536.4,6.286742696181391,32.0,32.3358,32.3358,-100.9156,201.1757662778045,fossil,Gas,Oil,Luminant Generation Company LLC,utility,lat_bin_3,lon_bin_6,1
1807,2.0,1.0986122886681096,5.0,34.961,34.961,-78.4705,5.493061443340547,renewable,Solar,__NONE__,__OTHER_OWNER__,tiny,lat_bin_3,lon_bin_8,0
1808,3.0,1.3862943611198906,5.0,44.5281,44.5281,-121.1528,6.931471805599453,renewable,Hydro,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_4,0
1809,4.2,1.6486586255873816,12.0,44.3236,44.3236,-95.8222,19.783903507048578,renewable,Wind,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_6,0
1810,20.0,3.044522437723423,5.0,33.2522,33.2522,-115.4975,15.222612188617115,renewable,Solar,__NONE__,Dominion Renewable Energy,large,lat_bin_3,lon_bin_5,0
1811,177.6,5.185148668442398,57.0,36.4991,36.4991,-77.8115,295.5534741012167,renewable,Hydro,__NONE__,Virginia Electric & Power Co,utility,lat_bin_3,lon_bin_8,1
1812,65.1,4.191168746857641,9.0,34.6062,34.6062,-110.1734,37.72051872171877,renewable,Wind,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_5,1
1813,3.8,1.5686159179138452,14.0,44.8083,44.8083,-68.7508,21.960622850793833,fossil,Gas,Oil,__OTHER_OWNER__,small,lat_bin_4,lon_bin_8,0
1814,5.1,1.8082887711792655,25.0,35.3119,35.3119,-81.1414,45.207219279481635,fossil,Oil,__NONE__,__OTHER_OWNER__,medium,lat_bin_3,lon_bin_7,0
1815,5.0,1.791759469228055,3.0,36.5059,36.5059,-77.6775,5.375278407684165,renewable,Solar,__NONE__,Greenbacker Renewable Energy Corporation,medium,lat_bin_3,lon_bin_8,1
1816,173.0,5.159055299214529,19.0,30.3038,30.3038,-94.2526,98.02205068507605,fossil,Gas,__NONE__,__OTHER_OWNER__,utility,lat_bin_2,lon_bin_6,1
1817,9.0,2.302585092994046,18.0,32.2299,32.2299,-110.9528,41.44653167389283,fossil,Gas,__NONE__,__OTHER_OWNER__,medium,lat_bin_3,lon_bin_5,0
1818,1433.6,7.268641343692334,17.0,30.2588,30.2588,-93.7353,123.56690284276968,fossil,Gas,__NONE__,__OTHER_OWNER__,utility,lat_bin_2,lon_bin_6,0
1819,8.0,2.1972245773362196,24.75,34.0864,34.0864,-84.2677,54.381308289071434,fossil,Oil,__NONE__,__OTHER_OWNER__,medium,lat_bin_3,lon_bin_7,1
1820,2.4,1.2237754316221157,8.0,39.4219,39.4219,-74.6392,9.790203452976925,renewable,Solar,__NONE__,GSRP,small,lat_bin_4,lon_bin_8,0
1821,7.7,2.1633230256605382,3.0,40.4705,40.4705,-74.3836,6.489969076981614,renewable,Solar,__NONE__,__OTHER_OWNER__,medium,lat_bin_4,lon_bin_8,1
1822,49.5,3.9219733362813143,20.0,40.7167,40.7167,-82.789,78.43946672562629,fossil,Gas,__NONE__,American Mun Power-Ohio  Inc,xlarge,lat_bin_4,lon_bin_7,1
1823,1475.6000000000004,7.297497426625066,16.556519381947282,27.8595,27.8595,-82.6018,120.82115758362832,fossil,Gas,Oil,Duke Energy Florida  LLC,utility,lat_bin_2,lon_bin_7,0
1824,4.0,1.6094379124341003,62.0,41.1365,41.1365,-111.8314,99.78515057091421,renewable,Hydro,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_5,1
1825,102.5,4.639571612705423,72.0,38.331,38.331,-120.6699,334.0491561147905,renewable,Hydro,__NONE__,Pacific Gas & Electric Co.,xlarge,lat_bin_3,lon_bin_4,0
1826,2.6,1.2809338454620645,93.5,44.5236,44.5236,-73.4617,119.76731455070302,renewable,Hydro,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_8,1
1827,3.6,1.5260563034950494,18.0,42.7114,42.7114,-91.5469,27.46901346291089,fossil,Oil,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_7,0
1828,7.5,2.1400661634962708,64.66666666666674,46.8492,46.8492,-100.8808,138.39094523942566,fossil,Gas,Oil,__OTHER_OWNER__,medium,lat_bin_5,lon_bin_6,0
1829,81.0,4.406719247264253,8.0,41.2325,41.2325,-90.1742,35.25375397811403,renewable,Wind,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_4,lon_bin_7,0
1830,20.7,3.077312260546414,36.2560386473433,37.6861,37.6861,-96.965,111.57115224831416,fossil,Gas,Oil,__OTHER_OWNER__,large,lat_bin_3,lon_bin_6,1
1831,108.0,4.6913478822291435,8.0,37.8511,37.8511,-99.8381,37.53078305783315,renewable,Wind,__NONE__,EDF Renewable Asset Holdings  Inc.,xlarge,lat_bin_3,lon_bin_6,0
1832,2.0,1.0986122886681096,6.0,36.1269,36.1269,-78.1525,6.591673732008657,renewable,Solar,__NONE__,__OTHER_OWNER__,tiny,lat_bin_3,lon_bin_8,0
1833,28.0,3.367295829986474,3.0,21.9973,21.9973,-159.3792,10.101887489959422,renewable,Solar,Storage,Tesla Inc.,large,lat_bin_1,lon_bin_1,1
1834,4.2,1.6486586255873816,47.19047619047592,44.004,44.004,-76.0413,77.80098561700409,renewable,Hydro,__NONE__,CHI Energy Inc,small,lat_bin_4,lon_bin_8,0
1835,15.7,2.8154087194227095,35.74522292993606,38.8933,38.8933,-98.8569,100.63741231465056,fossil,Gas,Oil,__OTHER_OWNER__,large,lat_bin_4,lon_bin_6,1
1836,1.0,0.6931471805599453,5.0,32.883,32.883,-82.41,3.4657359027997265,renewable,Solar,__NONE__,__OTHER_OWNER__,tiny,lat_bin_3,lon_bin_7,0
1837,5.0,1.791759469228055,5.0,35.3117,35.3117,-79.695,8.958797346140274,renewable,Solar,__NONE__,SRE Utility Solar 1  LLC,medium,lat_bin_3,lon_bin_8,1
1838,20.0,3.044522437723423,10.125,41.5938,41.5938,-71.4276,30.825789681949658,fossil,Gas,Oil,__OTHER_OWNER__,large,lat_bin_4,lon_bin_8,0
1839,1.2,0.7884573603642702,11.0,38.5108,38.5108,-122.4797,8.673030964006973,renewable,Solar,__NONE__,__OTHER_OWNER__,tiny,lat_bin_3,lon_bin_4,1
1840,1.6,0.9555114450274365,3.0,42.4691,42.4691,-71.2555,2.866534335082309,renewable,Solar,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_8,1
1841,23.0,3.1780538303479458,7.0,43.0483,43.0483,-115.4129,22.24637681243562,renewable,Wind,__NONE__,__OTHER_OWNER__,large,lat_bin_4,lon_bin_5,1
1842,2.0,1.0986122886681096,92.0,44.835,44.835,-74.9803,101.07233055746607,renewable,Hydro,__NONE__,Erie Boulevard Hydropower LP,tiny,lat_bin_4,lon_bin_8,0
1843,2.8,1.33500106673234,9.071428571427987,40.7605,40.7605,-75.2385,12.11036681964259,renewable,Solar,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_8,1
1844,1.4,0.8754687373538999,71.0,35.2713,35.2713,-83.676,62.15828035212689,renewable,Hydro,__NONE__,Duke Energy Carolinas  LLC,tiny,lat_bin_3,lon_bin_7,1
1845,490.19999999999993,6.1968513768329325,44.77927376580965,39.1228,39.1228,-94.5606,277.49050428923636,fossil,Oil,__NONE__,__OTHER_OWNER__,utility,lat_bin_4,lon_bin_6,1
1846,121.0,4.804021044733257,14.0,37.7315,37.7315,-121.116,67.2562946262656,fossil,Gas,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_4,1
1847,1.3,0.832909122935104,17.0,55.4892,55.4892,-133.1345,14.159455089896769,fossil,Oil,__NONE__,Alaska Power and Telephone Co,tiny,lat_bin_6,lon_bin_3,0
1848,36.3,3.6189933266497696,77.3360881542701,43.2797,43.2797,-73.7094,279.87878693950177,renewable,Hydro,__NONE__,Erie Boulevard Hydropower LP,large,lat_bin_4,lon_bin_8,0
1849,103.0,4.6443908991413725,21.0,32.541,32.541,-85.0389,97.53220888196883,fossil,Gas,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_7,1
1850,5.0,1.791759469228055,5.0,34.8887,34.8887,-79.0627,8.958797346140274,renewable,Solar,__NONE__,__OTHER_OWNER__,medium,lat_bin_3,lon_bin_8,0
1851,7.0,2.0794415416798357,8.428571428571104,34.8331,34.8331,-106.7724,17.526721565586513,renewable,Solar,__NONE__,PNM Resources,medium,lat_bin_3,lon_bin_5,0
1852,3.2,1.4350845252893227,8.0,39.0847,39.0847,-76.6764,11.480676202314582,other,Waste,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_8,0
1853,69.19999999999999,4.251348311031765,10.046242774566508,39.5475,39.5475,-118.5556,42.7100772518684,renewable,Geothermal,Solar,__OTHER_OWNER__,xlarge,lat_bin_4,lon_bin_5,1
1854,7.5,2.1400661634962708,16.0,48.318,48.318,-111.1018,34.24105861594033,renewable,Hydro,__NONE__,__OTHER_OWNER__,medium,lat_bin_5,lon_bin_5,0
1855,3.0,1.3862943611198906,102.0,34.1552,34.1552,-117.3971,141.40202483422883,renewable,Hydro,__NONE__,Southern California Edison Co,small,lat_bin_3,lon_bin_5,1
1856,6.9,2.066862759472976,3.0,41.677,41.677,-97.391,6.200588278418929,renewable,Wind,__NONE__,__OTHER_OWNER__,medium,lat_bin_4,lon_bin_6,0
1857,10.0,2.3978952727983707,12.0,35.8081,35.8081,-101.9986,28.774743273580448,renewable,Wind,__NONE__,GlidePath Power Operations LLC,medium,lat_bin_3,lon_bin_6,1
1858,198.6,5.296315363877364,4.0,38.6976,38.6976,-99.7293,21.185261455509455,renewable,Wind,__NONE__,__OTHER_OWNER__,utility,lat_bin_4,lon_bin_6,0
1859,343.8,5.842964538789538,13.0,34.9687,34.9687,-79.9217,75.958539004264,fossil,Gas,Oil,__OTHER_OWNER__,utility,lat_bin_3,lon_bin_8,0
1860,20.0,3.044522437723423,4.0,35.0229,35.0229,-118.2827,12.178089750893692,renewable,Solar,__NONE__,Sustainable Power Group  LLC,large,lat_bin_3,lon_bin_5,0
1861,3.2,1.4350845252893227,33.0,41.8288,41.8288,-74.1319,47.35778933454765,renewable,Hydro,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_8,1
1862,121.6,4.808927023502111,52.3125,42.5497,42.5497,-83.4425,251.5669949169542,fossil,Gas,__NONE__,DTE Electric Company,xlarge,lat_bin_4,lon_bin_7,1
1863,2.2,1.1631508098056809,13.0,35.542,35.542,-80.6123,15.120960527473851,fossil,Oil,__NONE__,North Carolina Mun Power Agny #1,small,lat_bin_3,lon_bin_7,1
1864,840.0,6.734591659972948,6.0,32.6547,32.6547,-88.7622,40.40754995983769,fossil,Gas,__NONE__,__OTHER_OWNER__,utility,lat_bin_3,lon_bin_7,0
1865,45.1,3.8308129500026027,29.0,39.145,39.145,-75.5482,111.09357555007549,fossil,Oil,Gas,__OTHER_OWNER__,xlarge,lat_bin_4,lon_bin_8,0
1866,2.0,1.0986122886681096,26.0,39.53,39.53,-121.0958,28.563919505370848,renewable,Hydro,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_4,1
1867,1080.0,6.985641817639208,37.5,39.0694,39.0694,-87.5108,261.9615681614703,fossil,Coal,Oil,Hoosier Energy R E C  Inc,utility,lat_bin_4,lon_bin_7,0
1868,30.0,3.4339872044851463,3.0,41.1147,41.1147,-71.5211,10.30196161345544,renewable,Wind,__NONE__,__OTHER_OWNER__,large,lat_bin_4,lon_bin_8,0
1869,103.4,4.648229675448539,65.0,40.9864,40.9864,-121.8494,302.134928904155,renewable,Hydro,__NONE__,Pacific Gas & Electric Co.,xlarge,lat_bin_4,lon_bin_4,0
1870,60.4,4.117409835153096,9.0,44.6347,44.6347,-90.1344,37.05668851637787,fossil,Gas,Oil,__OTHER_OWNER__,xlarge,lat_bin_4,lon_bin_7,1
1871,4.4,1.6863989535702286,14.318181818181984,41.5998,41.5998,-90.912,24.14616683521037,fossil,Oil,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_7,1
1872,34.5,3.56953269648137,13.0,42.9086,42.9086,-75.5697,46.40392505425781,renewable,Wind,__NONE__,RWE Renewables Americas LLC,large,lat_bin_4,lon_bin_8,1
1873,1.7,0.9932517730102834,15.0,44.0247,44.0247,-96.4369,14.898776595154251,renewable,Wind,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_6,0
1874,125.5,4.840242308167575,27.0,48.9905,48.9905,-122.2733,130.68654232052452,fossil,Gas,__NONE__,Puget Sound Energy Inc,xlarge,lat_bin_5,lon_bin_4,0
1875,691.6,6.540452631968321,16.0,33.345,33.345,-112.8642,104.64724211149314,fossil,Gas,__NONE__,__OTHER_OWNER__,utility,lat_bin_3,lon_bin_5,0
1876,10.6,2.451005098112319,14.0,20.2573,20.2573,-155.8504,34.31407137357247,renewable,Wind,__NONE__,EDF Renewable Asset Holdings  Inc.,medium,lat_bin_1,lon_bin_2,0
1877,1.0,0.6931471805599453,11.0,34.2089,34.2089,-119.13,7.6246189861593985,renewable,Solar,__NONE__,__OTHER_OWNER__,tiny,lat_bin_3,lon_bin_5,0
1878,4.5,1.7047480922384253,12.0,44.4967,44.4967,-69.35,20.456977106861103,renewable,Wind,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_8,1
1879,47.0,3.8712010109078907,17.0,38.0144,38.0144,-121.7907,65.81041718543415,fossil,Gas,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_4,0
1880,1.7000000000000002,0.9932517730102834,8.764705882352928,63.6953,63.6953,-170.4757,8.705559657560705,fossil,Oil,__NONE__,Alaska Village Elec Coop  Inc,tiny,lat_bin_7,lon_bin_1,0
1881,862.7,6.76122548628624,45.333140141416834,43.7508,43.7508,-70.1567,306.5075824975333,fossil,Oil,Storage,__OTHER_OWNER__,utility,lat_bin_4,lon_bin_8,0
1882,263.6,5.5782192516808555,12.0,27.5667,27.5667,-99.5089,66.93863102017026,fossil,Gas,__NONE__,__OTHER_OWNER__,utility,lat_bin_2,lon_bin_6,0
1883,11.7,2.5416019934645457,35.0,33.9219,33.9219,-116.5622,88.9560697712591,renewable,Wind,__NONE__,__OTHER_OWNER__,large,lat_bin_3,lon_bin_5,0
1884,3.2,1.4350845252893227,9.0,40.6678,40.6678,-75.2322,12.915760727603905,other,Waste,__NONE__,EPP Renewable Energy,small,lat_bin_4,lon_bin_8,0
1885,167.2,5.125153747538848,50.0,41.7495,41.7495,-72.6524,256.2576873769424,fossil,Oil,__NONE__,__OTHER_OWNER__,utility,lat_bin_4,lon_bin_8,0
1886,1.6,0.9555114450274365,6.0,42.4733,42.4733,-71.4306,5.733068670164618,renewable,Solar,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_8,1
1887,47.2,3.8753590210565547,65.11864406779682,46.5872,46.5872,-90.9017,252.3581247271073,fossil,Gas,Coal,Northern States Power Co - Minnesota,xlarge,lat_bin_5,lon_bin_7,0
1888,624.0,6.437751649736401,18.0,38.3902,38.3902,-85.4133,115.87952969525521,fossil,Gas,__NONE__,East Kentucky Power Coop  Inc,utility,lat_bin_3,lon_bin_7,1
1889,45.0,3.828641396489095,26.0,40.6013,40.6013,-74.2664,99.54467630871648,other,Waste,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_4,lon_bin_8,0
1890,1.7,0.9932517730102834,3.0,40.57,40.57,-98.334,2.9797553190308506,renewable,Wind,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_6,0
1891,365.4,5.903725632799975,46.67569786535296,40.4649,40.4649,-80.0438,275.56051391651135,fossil,Gas,Oil,__OTHER_OWNER__,utility,lat_bin_4,lon_bin_8,1
1892,15.0,2.772588722239781,104.83333333333326,34.2613,34.2613,-81.3309,290.6597177148035,renewable,Hydro,__NONE__,Dominion Energy South Carolina  Inc,large,lat_bin_3,lon_bin_7,0
1893,5.0,1.791759469228055,4.0,36.0703,36.0703,-78.0383,7.16703787691222,renewable,Solar,__NONE__,__OTHER_OWNER__,medium,lat_bin_3,lon_bin_8,0
1894,3.7,1.547562508716013,2.0,39.939,39.939,-75.108,3.095125017432026,renewable,Solar,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_8,1
1895,1.8,1.0296194171811583,15.0,36.6533,36.6533,-79.2906,15.444291257717374,fossil,Oil,__NONE__,__OTHER_OWNER__,tiny,lat_bin_3,lon_bin_8,1
1896,268.2,5.595454597770573,30.476510067114077,29.7232,29.7232,-95.1289,170.5299283790346,fossil,Gas,Other,__OTHER_OWNER__,utility,lat_bin_2,lon_bin_6,0
1897,1.1,0.7419373447293773,3.0,38.9877,38.9877,-84.6082,2.225812034188132,renewable,Solar,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_7,1
1898,54.0,4.007333185232471,3.0,34.839,34.839,-118.3868,12.021999555697413,renewable,Solar,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_5,0
1899,6.3,1.9878743481543455,34.1269841269841,42.0167,42.0167,-93.1633,67.84015632590221,fossil,Oil,Gas,__OTHER_OWNER__,medium,lat_bin_4,lon_bin_7,0
1900,60.0,4.110873864173311,4.0,36.3869,36.3869,-120.2367,16.443495456693245,renewable,Solar,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_4,0
1901,6.2,1.9740810260220096,56.741935483870975,34.404,34.404,-82.2336,112.01317821847469,renewable,Hydro,__NONE__,__OTHER_OWNER__,medium,lat_bin_3,lon_bin_7,1
1902,12.6,2.6100697927420065,34.0,40.2653,40.2653,-76.8771,88.74237295322823,fossil,Gas,Oil,__OTHER_OWNER__,large,lat_bin_4,lon_bin_8,1
1903,136.0,4.919980925828125,48.0,33.5648,33.5648,-92.7917,236.15908443975002,fossil,Gas,Oil,Arkansas Electric Coop Corp,xlarge,lat_bin_3,lon_bin_7,0
1904,1.5,0.9162907318741551,8.0,41.5611,41.5611,-87.1555,7.330325854993241,renewable,Solar,__NONE__,__OTHER_OWNER__,tiny,lat_bin_4,lon_bin_7,0
1905,10.6,2.451005098112319,15.0,41.8558,41.8558,-87.8356,36.765076471684786,fossil,Gas,__NONE__,__OTHER_OWNER__,medium,lat_bin_4,lon_bin_7,0
1906,2594.1,7.861380330502982,16.893296326278914,38.5847,38.5847,-85.4117,132.80462745676735,fossil,Coal,Petcoke,__OTHER_OWNER__,utility,lat_bin_3,lon_bin_7,0
1907,250.0,5.5254529391317835,3.0,33.3454,33.3454,-99.6243,16.576358817395352,renewable,Wind,__NONE__,__OTHER_OWNER__,utility,lat_bin_3,lon_bin_6,0
1908,5.0,1.791759469228055,6.0,34.5,34.5,-78.6892,10.75055681536833,renewable,Solar,__NONE__,__OTHER_OWNER__,medium,lat_bin_3,lon_bin_8,1
1909,5.0,1.791759469228055,6.0,35.9494,35.9494,-78.0925,10.75055681536833,renewable,Solar,__NONE__,__OTHER_OWNER__,medium,lat_bin_3,lon_bin_8,1
1910,261.0,5.568344503761097,39.0,36.8791,36.8791,-89.6209,217.16543564668277,fossil,Coal,__NONE__,__OTHER_OWNER__,utility,lat_bin_3,lon_bin_7,0
1911,131.2,4.884315927417586,15.472560975609667,34.1623,34.1623,-84.0774,75.57287601111008,renewable,Hydro,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_7,1
1912,57.0,4.060443010546419,28.67368421052629,35.7144,35.7144,-119.2337,116.42786063924669,other,Waste,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_5,1
1913,93.6,4.549657476057833,30.0,40.7372,40.7372,-74.1206,136.489724281735,fossil,Gas,Oil,__OTHER_OWNER__,xlarge,lat_bin_4,lon_bin_8,1
1914,28.5,3.3843902633457743,7.0,42.7297,42.7297,-73.0236,23.69073184342042,renewable,Wind,__NONE__,Avangrid Renewables LLC,large,lat_bin_4,lon_bin_8,0
1915,32.0,3.4965075614664802,8.0,41.4828,41.4828,-116.1511,27.972060491731842,renewable,Geothermal,__NONE__,Ormat Nevada Inc,large,lat_bin_4,lon_bin_5,0
1916,10.0,2.3978952727983707,8.0,36.5303,36.5303,-120.3161,19.183162182386965,renewable,Solar,__NONE__,Pacific Gas & Electric Co.,medium,lat_bin_3,lon_bin_4,0
1917,3.2,1.4350845252893227,13.0,40.3664,40.3664,-76.4931,18.656098828761195,other,Waste,__NONE__,EPP Renewable Energy,small,lat_bin_4,lon_bin_8,0
1918,1.2,0.7884573603642702,93.0,45.9479,45.9479,-91.8884,73.32653451387712,renewable,Hydro,__NONE__,Northern States Power Co - Minnesota,tiny,lat_bin_5,lon_bin_7,0
1919,12.0,2.5649493574615367,13.0,41.6883,41.6883,-83.4847,33.34434164699998,fossil,Gas,Oil,__OTHER_OWNER__,large,lat_bin_4,lon_bin_7,1
1920,1232.0,7.117205503164344,16.0,39.0911,39.0911,-84.8669,113.8752880506295,fossil,Gas,__NONE__,__OTHER_OWNER__,utility,lat_bin_4,lon_bin_7,0
1921,1161.9999999999998,7.0587581525186645,59.17203098106688,45.6441,45.6441,-121.941,417.68105608869286,renewable,Hydro,__NONE__,USACE Northwestern Division,utility,lat_bin_5,lon_bin_4,0
1922,1.6,0.9555114450274365,5.0,34.0714,34.0714,-118.1961,4.7775572251371825,renewable,Solar,__NONE__,Los Angeles Department of Water & Power,tiny,lat_bin_3,lon_bin_5,1
1923,16.0,2.833213344056216,89.0,36.659,36.659,-93.1235,252.15598762100325,renewable,Hydro,__NONE__,__OTHER_OWNER__,large,lat_bin_3,lon_bin_7,1
1924,2.5,1.252762968495368,8.0,41.8094,41.8094,-71.1922,10.022103747962944,renewable,Solar,__NONE__,__OTHER_OWNER__,small,lat_bin_4,lon_bin_8,0
1925,5.2,1.8245492920510458,10.0,41.3367,41.3367,-72.02,18.245492920510458,fossil,Oil,__NONE__,__OTHER_OWNER__,medium,lat_bin_4,lon_bin_8,0
1926,150.0,5.017279836814924,9.0,40.5908,40.5908,-89.0467,45.155518531334316,renewable,Wind,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_4,lon_bin_7,0
1927,1.4,0.8754687373538999,7.0,36.5342,36.5342,-121.4086,6.1282811614772985,other,Waste,__NONE__,__OTHER_OWNER__,tiny,lat_bin_3,lon_bin_4,0
1928,12.3,2.5877640352277083,21.52845528455282,38.6106,38.6106,-89.3583,55.710562319373686,fossil,Oil,Gas,__OTHER_OWNER__,large,lat_bin_4,lon_bin_7,0
1929,100.0,4.61512051684126,4.0,36.2217,36.2217,-119.9031,18.46048206736504,renewable,Solar,__NONE__,__OTHER_OWNER__,xlarge,lat_bin_3,lon_bin_4,0
1930,20.0,3.044522437723423,38.0,35.667,35.667,-101.432,115.69185263349007,fossil,Gas,__NONE__,__OTHER_OWNER__,large,lat_bin_3,lon_bin_6,0
1931,2.5,1.252762968495368,34.40000000000009,43.7411,43.7411,-83.4472,43.09504611624077,fossil,Coal,Gas,__OTHER_OWNER__,small,lat_bin_4,lon_bin_7,1
1932,117.0,4.770684624465665,70.33333333333326,40.6119,40.6119,-122.4464,335.53815192075143,renewable,Hydro,__NONE__,U S Bureau of Reclamation,xlarge,lat_bin_4,lon_bin_4,0
1933,5.0,1.791759469228055,5.0,35.4869,35.4869,-78.3139,8.958797346140274,renewable,Solar,__NONE__,__OTHER_OWNER__,medium,lat_bin_3,lon_bin_8,1
1934,6.0,1.9459101490553132,6.0,41.2378,41.2378,-86.2461,11.675460894331879,other,Waste,__NONE__,__OTHER_OWNER__,medium,lat_bin_4,lon_bin_7,0
1935,20.0,3.044522437723423,4.0,36.4211,36.4211,-76.3642,12.178089750893692,renewable,Solar,__NONE__,Virginia Electric & Power Co,large,lat_bin_3,lon_bin_8,1
